Alloy System,Composition,AM_beg,AM_end,Critical Cooling Rate,Element A,Element B,Xtal A,Xtal B,rA,rB,Amorphous Range,Glassy Alloys,Max deltaq / PP,deltaH,r_bar,size_diff,size_ratio,size_range,DeltaH,cohesiveE_A,cohesiveE_B,H_norm,CrystalMismatch0,CrystalMismatch1,LiquidusT,MeltingT_A,MeltingT_B,Tmean
PdMg,0.4,0.57096,0.69198,8.860047008088198,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,149.2,0.05910296966500964,1.1267605633802817,18.0,-19.2,3.89,1.51,-16.262,0.24,3.4399999999999995,1595.54941278616,1828.15,923.15,1466.15
PdMg,0.41000000000000003,0.57096,0.69198,8.787696920986473,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,149.38,0.059264958439534825,1.1267605633802817,18.0,-19.352,3.89,1.51,-16.4378,0.2419,3.356399999999999,1596.44,1828.15,923.15,1457.1000000000001
PdMg,0.42,0.57096,0.69198,8.718085796699192,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,149.56,0.059401264569819576,1.1267605633802817,18.0,-19.488000000000003,3.89,1.51,-16.597600000000003,0.2436,3.281599999999999,1599.79,1828.15,923.15,1448.0500000000002
PdMg,0.43,0.57096,0.69198,8.651213635226352,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,149.74,0.059512244771138756,1.1267605633802817,18.0,-19.608,3.89,1.51,-16.7414,0.2451,3.2156000000000002,1604.25,1828.15,923.15,1439.0000000000002
PdMg,0.44,0.57096,0.69198,8.587080436567954,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,149.92000000000002,0.05959821921767223,1.1267605633802817,18.0,-19.712000000000003,3.89,1.51,-16.869200000000003,0.24640000000000004,3.1583999999999985,1609.24181618687,1828.15,923.15,1429.95
PdMg,0.45,0.57096,0.69198,8.525686200723998,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,150.10000000000002,0.05965947324423435,1.1267605633802817,18.0,-19.8,3.89,1.51,-16.981,0.24750000000000003,3.1099999999999994,1612.55739346041,1828.15,923.15,1420.9
PdMg,0.46,0.57096,0.69198,8.467030927694484,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,150.28000000000003,0.05969625879658978,1.1267605633802817,18.0,-19.872000000000003,3.89,1.51,-17.076800000000002,0.24840000000000004,3.0703999999999976,1610.9499999999998,1828.15,923.15,1411.8500000000001
PdMg,0.47000000000000003,0.57096,0.69198,8.411114617479413,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,150.46,0.0597087956513147,1.1267605633802817,18.0,-19.928,3.89,1.51,-17.1566,0.24910000000000002,3.0396,1613.1799999999998,1828.15,923.15,1402.8000000000002
PdMg,0.48,0.57096,0.69198,8.357937270078786,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,150.64,0.059697272422289456,1.1267605633802817,18.0,-19.968,3.89,1.51,-17.220399999999998,0.2496,3.0176000000000016,1614.29,1828.15,923.15,1393.75
PdMg,0.49,0.57096,0.69198,8.307498885492599,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,150.82,0.05966184736748433,1.1267605633802817,18.0,-19.992,3.89,1.51,-17.2682,0.2499,3.0044000000000004,1619.43801742648,1828.15,923.15,1384.7
PdMg,0.5,0.57096,0.69198,8.259799463720856,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,151.0,0.05960264900662254,1.1267605633802817,18.0,-20.0,3.89,1.51,-17.3,0.25,3.0,1619.2843254107,1828.15,923.15,1375.65
PdMg,0.51,0.57096,0.69198,8.214839004763554,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,151.18,0.05951977655750752,1.1267605633802817,18.0,-19.991999999999997,3.89,1.51,-17.315799999999996,0.2499,3.0044000000000004,1617.64,1828.15,923.15,1366.6
PdMg,0.52,0.57096,0.69198,8.172617508620696,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,151.36,0.059413300196179304,1.1267605633802817,18.0,-19.968,3.89,1.51,-17.3156,0.2496,3.0176,1618.7599999999998,1828.15,923.15,1357.5500000000002
PdMg,0.53,0.57096,0.69198,8.13313497529228,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,151.54000000000002,0.05928326114357139,1.1267605633802817,18.0,-19.928,3.89,1.51,-17.299400000000002,0.2491,3.0396,1618.7599999999998,1828.15,923.15,1348.5
PdMg,0.54,0.57096,0.69198,8.096391404778306,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,151.72,0.05912967157890539,1.1267605633802817,18.0,-19.872,3.89,1.51,-17.2672,0.2484,3.0703999999999994,1622.72799310607,1828.15,923.15,1339.45
PdMg,0.55,0.57096,0.69198,8.062386797078775,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,151.89999999999998,0.05895251437761405,1.1267605633802817,18.0,-19.799999999999997,3.89,1.51,-17.218999999999998,0.2475,3.1099999999999994,1619.87,1828.15,923.15,1330.3999999999999
PdMg,0.56,0.57096,0.69198,8.031121152193686,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,152.07999999999998,0.0587517426690782,1.1267605633802817,18.0,-19.712,3.89,1.51,-17.1548,0.24639999999999998,3.1584000000000003,1617.6399999999999,1828.15,923.15,1321.35
PdMg,0.5700000000000001,0.57096,0.69198,8.00259447012304,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,152.26,0.05852727920681949,1.1267605633802817,18.0,-19.608,3.89,1.51,-17.0746,0.24509999999999998,3.2156000000000002,1615.41,1828.15,923.15,1312.3
PdMg,0.58,0.57096,0.69198,7.976806750866836,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,152.44,0.0582790155409487,1.1267605633802817,18.0,-19.488,3.89,1.51,-16.9784,0.2436,3.281599999999999,1610.9499999999998,1828.15,923.15,1303.25
PdMg,0.59,0.57096,0.69198,7.953757994425075,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,152.62,0.05800681097954209,1.1267605633802817,18.0,-19.352,3.89,1.51,-16.8662,0.2419,3.3564000000000007,1604.25,1828.15,923.15,1294.2
PdMg,0.6,0.57096,0.69198,7.933448200797755,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,152.8,0.05771049132211681,1.1267605633802817,18.0,-19.200000000000003,3.89,1.51,-16.738000000000003,0.24,3.4399999999999995,1597.30784209444,1828.15,923.15,1285.15
PdMg,0.61,0.57096,0.69198,7.915877369984879,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,152.98,0.05738984734439266,1.1267605633802817,18.0,-19.032,3.89,1.51,-16.5938,0.2379,3.532399999999999,1586.17738532971,1828.15,923.15,1276.1
PdMg,0.62,0.57096,0.69198,7.901045501986444,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,153.16,0.05704463300893413,1.1267605633802817,18.0,-18.848000000000003,3.89,1.51,-16.433600000000002,0.2356,3.6335999999999995,1575.08934346237,1828.15,923.15,1267.05
PdMg,0.63,0.57096,0.69198,7.888952596802452,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,153.34,0.056674563370893355,1.1267605633802817,18.0,-18.648,3.89,1.51,-16.2574,0.2331,3.7436000000000007,1560.7399999999998,1828.15,923.15,1258.0
PdMg,0.64,0.57096,0.69198,7.882080724911702,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,153.52,0.05627931214174046,1.1267605633802817,18.0,-18.432,3.89,1.51,-16.065199999999997,0.2304,3.862400000000001,1550.6999999999998,1828.15,923.15,1248.95
PdMg,0.65,0.57096,0.69198,7.884696640955236,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,153.7,0.05585850886631437,1.1267605633802817,18.0,-18.2,3.89,1.51,-15.857,0.22749999999999998,3.99,1562.9699999999998,1828.15,923.15,1239.9
PdMg,0.66,0.57096,0.69198,7.896874059058327,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,153.88,0.05541173565944533,1.1267605633802817,18.0,-17.951999999999998,3.89,1.51,-15.632799999999998,0.2244,4.1264,1573.0099999999998,1828.15,923.15,1230.85
PdMg,0.67,0.57096,0.69198,7.918612979220974,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,154.06,0.05493852343740296,1.1267605633802817,18.0,-17.688,3.89,1.51,-15.392599999999998,0.2211,4.271600000000001,1585.2800000000002,1828.15,923.15,1221.8
PdMg,0.68,0.57096,0.69198,7.94991340144318,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,154.24,0.05443834756598306,1.1267605633802817,18.0,-17.407999999999998,3.89,1.51,-15.136399999999998,0.2176,4.425600000000001,1599.020433593,1828.15,923.15,1212.75
PdMg,0.6900000000000001,0.57096,0.69198,7.990775325724942,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,154.42,0.053910622830526916,1.1267605633802817,18.0,-17.112,3.89,1.51,-14.864199999999999,0.21389999999999998,4.5884,1606.6552167965,1828.15,923.15,1203.6999999999998
PdMg,0.7000000000000001,0.57096,0.69198,8.041198752066263,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,154.6,0.05335469761268118,1.1267605633802817,18.0,-16.799999999999997,3.89,1.51,-14.575999999999997,0.20999999999999996,4.760000000000002,1614.29,1828.15,923.15,1194.65
PdMg,0.71,0.57096,0.69198,8.10118368046714,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,154.78,0.05276984713314166,1.1267605633802817,18.0,-16.472,3.89,1.51,-14.2718,0.20590000000000003,4.940399999999999,1624.34,1828.15,923.15,1185.6
PdMg,0.72,0.57096,0.69198,8.170730110927574,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,154.95999999999998,0.05215526558745294,1.1267605633802817,18.0,-16.128,3.89,1.51,-13.9516,0.2016,5.1296,1633.2599999999998,1828.15,923.15,1176.5500000000002
PdMg,0.73,0.57096,0.69198,8.249838043447566,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,155.14,0.051510056961146855,1.1267605633802817,18.0,-15.768,3.89,1.51,-13.615400000000001,0.1971,5.3276,1642.19,1828.15,923.15,1167.5
PdMg,0.74,0.57096,0.69198,8.338507478027115,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,155.32,0.05083322425834455,1.1267605633802817,18.0,-15.392000000000001,3.89,1.51,-13.263200000000001,0.19240000000000002,5.5344,1656.49382979417,1828.15,923.15,1158.45
PdMg,0.75,0.57096,0.69198,8.436738414666221,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,155.5,0.050123656810674884,1.1267605633802817,18.0,-15.0,3.89,1.51,-12.895,0.1875,5.75,1664.80160054752,1828.15,923.15,1149.4
PdMg,0.76,0.57096,0.69198,8.544530853364884,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,155.68,0.049380115245776866,1.1267605633802817,18.0,-14.591999999999999,3.89,1.51,-12.5108,0.1824,5.974400000000001,1670.08,1828.15,923.15,1140.35
PdMg,0.77,0.57096,0.69198,8.661884794123107,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,155.86,0.048601213579496254,1.1267605633802817,18.0,-14.168,3.89,1.51,-12.1106,0.17709999999999998,6.2076,1677.89,1828.15,923.15,1131.3
PdMg,0.78,0.57096,0.69198,8.788800236940885,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,156.04000000000002,0.04778539774285358,1.1267605633802817,18.0,-13.728,3.89,1.51,-11.6944,0.17159999999999997,6.449600000000001,1686.8200000000002,1828.15,923.15,1122.25
PdMg,0.79,0.57096,0.69198,8.92527718181822,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,156.22,0.04693091964914782,1.1267605633802817,18.0,-13.271999999999998,3.89,1.51,-11.262199999999998,0.1659,6.7004,1694.63,1828.15,923.15,1113.1999999999998
PdMg,0.8,0.57096,0.69198,9.071315628755114,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,156.4,0.0460358056265985,1.1267605633802817,18.0,-12.799999999999997,3.89,1.51,-10.813999999999997,0.15999999999999998,6.960000000000001,1702.44,1828.15,923.15,1104.1499999999999
PdMg,0.81,0.57096,0.69198,9.226915577751564,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,156.58,0.04509781765574079,1.1267605633802817,18.0,-12.312,3.89,1.51,-10.3498,0.15389999999999995,7.2284000000000015,1710.25,1828.15,923.15,1095.1
PdMg,0.8200000000000001,0.57096,0.69198,9.392077028807572,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,156.76000000000002,0.04411440531020331,1.1267605633802817,18.0,-11.807999999999998,3.89,1.51,-9.869599999999998,0.14759999999999995,7.505600000000001,1718.06,1828.15,923.15,1086.05
PdMg,0.8300000000000001,0.57096,0.69198,9.566799981923134,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,156.94,0.04308264553050504,1.1267605633802817,18.0,-11.287999999999997,3.89,1.51,-9.373399999999997,0.14109999999999995,7.791600000000002,1724.75,1828.15,923.15,1077.0
PdMg,0.84,0.57096,0.69198,9.751084437098257,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,157.12,0.04199916624704946,1.1267605633802817,18.0,-10.752000000000002,3.89,1.51,-8.861200000000002,0.13440000000000002,8.086399999999998,1733.6799999999998,1828.15,923.15,1067.95
PdMg,0.85,0.57096,0.69198,9.944930394332935,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,157.3,0.040860048224339286,1.1267605633802817,18.0,-10.200000000000001,3.89,1.51,-8.333000000000002,0.1275,8.39,1740.37,1828.15,923.15,1058.9
PdMg,0.86,0.57096,0.69198,10.148337853627172,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,157.48,0.03966069701703769,1.1267605633802817,18.0,-9.632,3.89,1.51,-7.7888,0.12040000000000001,8.7024,1747.0700000000002,1828.15,923.15,1049.85
PdMg,0.87,0.57096,0.69198,10.361306814980965,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,157.66,0.03839567309075283,1.1267605633802817,18.0,-9.048,3.89,1.51,-7.2286,0.1131,9.0236,1753.7599999999998,1828.15,923.15,1040.8
PdMg,0.88,0.57096,0.69198,10.583837278394316,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,157.84,0.03705846205865368,1.1267605633802817,18.0,-8.448,3.89,1.51,-6.6524,0.1056,9.3536,1760.46,1828.15,923.15,1031.75
PdMg,0.89,0.57096,0.69198,10.815929243867224,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,158.02,0.035641156973663574,1.1267605633802817,18.0,-7.831999999999999,3.89,1.51,-6.060199999999999,0.09789999999999999,9.6924,1766.04,1828.15,923.15,1022.6999999999999
PdMg,0.9,0.57096,0.69198,11.057582711399693,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,158.2,0.034134007585335024,1.1267605633802817,18.0,-7.199999999999998,3.89,1.51,-5.451999999999998,0.08999999999999998,10.040000000000001,1772.73,1828.15,923.15,1013.65
PdMg,0.91,0.57096,0.69198,11.308797680991715,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,158.38,0.032524761255534204,1.1267605633802817,18.0,-6.551999999999998,3.89,1.51,-4.827799999999998,0.08189999999999997,10.396400000000002,1778.31,1828.15,923.15,1004.5999999999999
PdMg,0.92,0.57096,0.69198,11.569574152643295,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,158.56,0.030797663899156096,1.1267605633802817,18.0,-5.887999999999998,3.89,1.51,-4.187599999999998,0.07359999999999997,10.761600000000001,1785.0,1828.15,923.15,995.55
PdMg,0.93,0.57096,0.69198,11.839912126354434,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,158.74,0.028931877888259436,1.1267605633802817,18.0,-5.207999999999997,3.89,1.51,-3.531399999999997,0.06509999999999996,11.135600000000002,1789.4699999999998,1828.15,923.15,986.4999999999999
PdMg,0.9400000000000001,0.57096,0.69198,12.11981160212513,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,158.92,0.026898836844535937,1.1267605633802817,18.0,-4.511999999999996,3.89,1.51,-2.859199999999996,0.05639999999999995,11.518400000000003,1795.0500000000002,1828.15,923.15,977.4499999999999
PdMg,0.9500000000000001,0.57096,0.69198,12.409272579955381,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,159.1,0.024657505023171596,1.1267605633802817,18.0,-3.799999999999995,3.89,1.51,-2.170999999999995,0.04749999999999994,11.910000000000002,1800.63,1828.15,923.15,968.4
PdMg,0.96,0.57096,0.69198,12.708295059845188,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,159.28,0.022145060457105605,1.1267605633802817,18.0,-3.0720000000000027,3.89,1.51,-1.4668000000000025,0.03840000000000003,12.310399999999998,1806.2,1828.15,923.15,959.35
PdMg,0.97,0.57096,0.69198,13.016879041794557,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,159.45999999999998,0.019256051546856636,1.1267605633802817,18.0,-2.328000000000002,3.89,1.51,-0.7466000000000022,0.029100000000000025,12.7196,1811.78,1828.15,923.15,950.3
PdMg,0.98,0.57096,0.69198,13.33502452580348,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,159.64000000000001,0.01578551741418191,1.1267605633802817,18.0,-1.5680000000000016,3.89,1.51,-0.01040000000000152,0.019600000000000017,13.137599999999999,1816.25,1828.15,923.15,941.25
PdMg,0.99,0.57096,0.69198,13.662731511871963,Pd,Mg,FCC,HCP,142.0,160.0,12.102,8,0.11767,-40.0,159.82,0.01120621566006705,1.1267605633802817,18.0,-0.7920000000000007,3.89,1.51,0.7417999999999991,0.00990000000000001,13.5644,1820.72,1828.15,923.15,932.2
VY,0.01,0.44282,0.83947,13.83164496855952,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,134.45,0.03330192240222976,1.335820895522388,45.0,0.3366,5.31,4.37,5.6372,0.0099,13.5644,2179.23,2183.15,1795.15,2179.27
VY,0.02,0.44282,0.83947,13.664808341830293,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,134.9,0.046701260192735364,1.335820895522388,45.0,0.6664,5.31,4.37,5.957599999999999,0.0196,13.1376,2179.23,2183.15,1795.15,2175.39
VY,0.03,0.44282,0.83947,13.499490119812318,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,135.35,0.05671536718991054,1.335820895522388,45.0,0.9894,5.31,4.37,6.271199999999999,0.029099999999999997,12.7196,2179.23,2183.15,1795.15,2171.5099999999998
VY,0.04,0.44282,0.83947,13.3356903025056,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,135.79999999999998,0.06493492690735966,1.335820895522388,45.0,1.3056,5.31,4.37,6.577999999999999,0.0384,12.3104,2179.23,2183.15,1795.15,2167.63
VY,0.05,0.44282,0.83947,13.173408889910135,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,136.25,0.07198181741626801,1.335820895522388,45.0,1.615,5.31,4.37,6.877999999999999,0.0475,11.91,2179.23,2183.15,1795.15,2163.75
VY,0.06,0.44282,0.83947,13.012645882025925,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,136.7,0.07817781915387072,1.335820895522388,45.0,1.9176,5.31,4.37,7.1712,0.05639999999999999,11.5184,2179.23,2183.15,1795.15,2159.87
VY,0.07,0.44282,0.83947,12.853401278852967,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,137.14999999999998,0.08371575457496001,1.335820895522388,45.0,2.2134,5.31,4.37,7.457599999999999,0.0651,11.1356,2179.23,2183.15,1795.15,2155.9900000000002
VY,0.08,0.44282,0.83947,12.695675080391268,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,137.6,0.08872233989553402,1.335820895522388,45.0,2.5024,5.31,4.37,7.7372,0.0736,10.7616,2179.23,2183.15,1795.15,2152.11
VY,0.09,0.44282,0.83947,12.539467286640821,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,138.05,0.09328633987054523,1.335820895522388,45.0,2.7846,5.31,4.37,8.01,0.0819,10.3964,2179.23,2183.15,1795.15,2148.23
VY,0.1,0.44282,0.83947,12.384777897601625,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,138.5,0.09747292418772562,1.335820895522388,45.0,3.0600000000000005,5.31,4.37,8.276,0.09000000000000001,10.04,2179.23,2183.15,1795.15,2144.35
VY,0.11,0.44282,0.83947,12.231606913273684,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,138.95000000000002,0.10133169530367628,1.335820895522388,45.0,3.3286000000000002,5.31,4.37,8.5352,0.0979,9.6924,2179.23,2183.15,1795.15,2140.4700000000003
VY,0.12,0.44282,0.83947,12.079954333656996,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,139.4,0.10490150020333376,1.335820895522388,45.0,3.5904000000000003,5.31,4.37,8.7876,0.1056,9.3536,2179.23,2183.15,1795.15,2136.59
VY,0.13,0.44282,0.83947,11.929820158751564,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,139.85,0.10821347550032333,1.335820895522388,45.0,3.8453999999999997,5.31,4.37,9.0332,0.1131,9.023599999999998,2179.23,2183.15,1795.15,2132.71
VY,0.14,0.44282,0.83947,11.781204388557388,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,140.3,0.11129306069570721,1.335820895522388,45.0,4.0936,5.31,4.37,9.272,0.12040000000000001,8.7024,2179.23,2183.15,1795.15,2128.83
VY,0.15,0.44282,0.83947,11.63410702307446,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,140.75,0.11416137807617342,1.335820895522388,45.0,4.335,5.31,4.37,9.504,0.1275,8.39,2179.23,2183.15,1795.15,2124.95
VY,0.16,0.44282,0.83947,11.488528062302791,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,141.2,0.11683620752012058,1.335820895522388,45.0,4.5696,5.31,4.37,9.7292,0.1344,8.086400000000001,2179.23,2183.15,1795.15,2121.07
VY,0.17,0.44282,0.83947,11.344467506242372,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,141.65,0.11933269307372854,1.335820895522388,45.0,4.7974,5.31,4.37,9.9476,0.1411,7.7916,2179.23,2183.15,1795.15,2117.19
VY,0.18,0.44282,0.83947,11.201925354893211,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,142.10000000000002,0.12166386658035666,1.335820895522388,45.0,5.018400000000001,5.31,4.37,10.1592,0.1476,7.505599999999999,2179.23,2183.15,1795.15,2113.3100000000004
VY,0.19,0.44282,0.83947,11.060901608255303,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,142.55,0.12384104329245685,1.335820895522388,45.0,5.232600000000001,5.31,4.37,10.364,0.1539,7.2284,2179.23,2183.15,1795.15,2109.4300000000003
VY,0.2,0.44282,0.83947,10.921396266328648,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,143.0,0.12587412587412583,1.335820895522388,45.0,5.440000000000001,5.31,4.37,10.562000000000001,0.16000000000000003,6.959999999999999,2179.23,2183.15,1795.15,2105.55
VY,0.21,0.44282,0.83947,10.78340932911325,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,143.45,0.12777184154042992,1.335820895522388,45.0,5.6406,5.31,4.37,10.7532,0.1659,6.700399999999999,2179.23,2183.15,1795.15,2101.67
VY,0.22,0.44282,0.83947,10.646940796609101,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,143.9,0.12954192953083515,1.335820895522388,45.0,5.8344000000000005,5.31,4.37,10.9376,0.1716,6.4496,2179.23,2183.15,1795.15,2097.7900000000004
VY,0.23,0.44282,0.83947,10.511990668816209,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,144.35000000000002,0.1311912911066902,1.335820895522388,45.0,6.021400000000001,5.31,4.37,11.115200000000002,0.1771,6.207599999999999,2179.23,2183.15,1795.15,2093.9100000000003
VY,0.24,0.44282,0.83947,10.37855894573457,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,144.8,0.13272611086779254,1.335820895522388,45.0,6.2016,5.31,4.37,11.286,0.1824,5.974400000000001,2179.23,2183.15,1795.15,2090.03
VY,0.25,0.44282,0.83947,10.246645627364185,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,145.25,0.13415195583579942,1.335820895522388,45.0,6.375,5.31,4.37,11.45,0.1875,5.75,2179.23,2183.15,1795.15,2086.15
VY,0.26,0.44282,0.83947,10.116250713705055,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,145.7,0.1354738571003101,1.335820895522388,45.0,6.5416,5.31,4.37,11.607199999999999,0.19240000000000002,5.5344,2179.23,2183.15,1795.15,2082.27
VY,0.27,0.44282,0.83947,9.987374204757177,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,146.15,0.13669637764201711,1.335820895522388,45.0,6.7014,5.31,4.37,11.7576,0.1971,5.3276,2179.23,2183.15,1795.15,2078.39
VY,0.28,0.44282,0.83947,9.860016100520555,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,146.6,0.13782366908989957,1.335820895522388,45.0,6.854400000000001,5.31,4.37,11.9012,0.2016,5.1296,2179.23,2183.15,1795.15,2074.51
VY,0.29,0.44282,0.83947,9.734176400995187,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,147.05,0.1388595195387227,1.335820895522388,45.0,7.0005999999999995,5.31,4.37,12.037999999999998,0.20589999999999997,4.9404,2179.23,2183.15,1795.15,2070.63
VY,0.3,0.44282,0.83947,9.60985510618107,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,147.5,0.13980739408339848,1.335820895522388,45.0,7.139999999999999,5.31,4.37,12.168,0.21,4.760000000000002,2179.23,2183.15,1795.15,2066.75
VY,0.31,0.44282,0.83947,9.48705221607821,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,147.95,0.1406704693729295,1.335820895522388,45.0,7.272599999999999,5.31,4.37,12.291199999999998,0.21389999999999998,4.5884,2179.23,2183.15,1795.15,2062.87
VY,0.32,0.44282,0.83947,9.365767730686603,V,Y,BCC,HCP,134.0,179.0,39.665,26,0.318486712,17.0,148.39999999999998,0.14145166321727143,1.335820895522388,45.0,7.3984,5.31,4.37,12.407599999999999,0.2176,4.425600000000001,2179.23,2183.15,1795.15,2058.99
