Alloy System,Composition,AM_beg,AM_end,Critical Cooling Rate,Element A,Element B,Xtal A,Xtal B,rA,rB,Amorphous Range,Glassy Alloys,Max deltaq / PP,deltaH,r_bar,size_diff,size_ratio,size_range,DeltaH,cohesiveE_A,cohesiveE_B,H_norm,CrystalMismatch0,CrystalMismatch1,LiquidusT,MeltingT_A,MeltingT_B,Tmean
CrAl,0.87,0.62499,0.87193,7.9470792832283745,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,139.57,0.026505250258479978,1.0846153846153845,11.0,-2.262,4.1,3.39,1.2203,0.1131,9.0236,2081.7,2136.15,933.15,1089.54
CrAl,0.88,0.62499,0.87193,8.233341011512724,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,139.68,0.025591186268899092,1.0846153846153845,11.0,-2.112,4.1,3.39,1.3632,0.1056,9.3536,2088.35,2136.15,933.15,1077.51
CrAl,0.89,0.62499,0.87193,8.549493999400598,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,139.79,0.024621126878715503,1.0846153846153845,11.0,-1.9579999999999997,4.1,3.39,1.5101000000000004,0.09789999999999999,9.6924,2095.19,2136.15,933.15,1065.48
CrAl,0.9,0.62499,0.87193,8.895538246892,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,139.9,0.02358827734095785,1.0846153846153845,11.0,-1.7999999999999996,4.1,3.39,1.6610000000000003,0.08999999999999998,10.040000000000001,2102.24,2136.15,933.15,1053.45
CrAl,0.91,0.62499,0.87193,9.27147375398693,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.01,0.022484103740275155,1.0846153846153845,11.0,-1.6379999999999995,4.1,3.39,1.8159000000000005,0.08189999999999997,10.396400000000002,2109.54,2136.15,933.15,1041.42
CrAl,0.92,0.62499,0.87193,9.677300520685385,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.12,0.021297639113439314,1.0846153846153845,11.0,-1.4719999999999995,4.1,3.39,1.9748000000000006,0.07359999999999997,10.761600000000001,2111.86,2136.15,933.15,1029.3899999999999
CrAl,0.93,0.62499,0.87193,10.11301854698737,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.23,0.02001438480266759,1.0846153846153845,11.0,-1.3019999999999992,4.1,3.39,2.137700000000001,0.06509999999999996,11.135600000000002,2124.97,2136.15,933.15,1017.3599999999999
CrAl,0.9400000000000001,0.62499,0.87193,10.578627832892881,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.34,0.018614473843154778,1.0846153846153845,11.0,-1.127999999999999,4.1,3.39,2.3046000000000006,0.05639999999999995,11.518400000000003,2133.16,2136.15,933.15,1005.3299999999999
CrAl,0.9500000000000001,0.62499,0.87193,11.074128378401916,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.45000000000002,0.017069379985385325,1.0846153846153845,11.0,-0.9499999999999987,4.1,3.39,2.475500000000001,0.04749999999999994,11.910000000000002,2141.68,2136.15,933.15,993.3
CrAl,0.96,0.62499,0.87193,11.599520183514477,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.56,0.015335450865461014,1.0846153846153845,11.0,-0.7680000000000007,4.1,3.39,2.6503999999999994,0.03840000000000003,12.310399999999998,2150.51,2136.15,933.15,981.27
CrAl,0.97,0.62499,0.87193,12.154803248230566,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.67000000000002,0.013339442894828456,1.0846153846153845,11.0,-0.5820000000000005,4.1,3.39,2.8293,0.029100000000000025,12.7196,2126.64,2136.15,933.15,969.24
CrAl,0.98,0.62499,0.87193,12.739977572550185,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.78,0.01093905384287541,1.0846153846153845,11.0,-0.3920000000000004,4.1,3.39,3.0121999999999995,0.019600000000000017,13.137599999999999,2168.98,2136.15,933.15,957.21
CrAl,0.99,0.62499,0.87193,13.355043156473327,Cr,Al,BCC,FCC,130.0,141.0,24.694,16,0.118272018,-10.0,140.89000000000001,0.0077683737725692485,1.0846153846153845,11.0,-0.19800000000000018,4.1,3.39,3.1990999999999996,0.00990000000000001,13.5644,2178.47,2136.15,933.15,945.18
MnAl,0.01,0.19816,0.86272,13.642894811250748,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.09,0.006779382946445276,1.0681818181818181,9.0,-0.3762,2.92,3.39,2.5485,0.0099,13.5644,929.43,1519.15,933.15,1513.2900000000002
MnAl,0.02,0.19816,0.86272,13.291563385360098,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.17999999999998,0.009532455742169765,1.0681818181818181,9.0,-0.7448,2.92,3.39,2.1845999999999997,0.0196,13.1376,963.01,1519.15,933.15,1507.43
MnAl,0.03,0.19816,0.86272,12.94600572232805,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.26999999999998,0.011607204882670877,1.0681818181818181,9.0,-1.1058,2.92,3.39,1.8283,0.029099999999999997,12.7196,1017.09,1519.15,933.15,1501.5700000000002
MnAl,0.04,0.19816,0.86272,12.606221822154602,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.35999999999999,0.013324513560017313,1.0681818181818181,9.0,-1.4592,2.92,3.39,1.4796,0.0384,12.3104,1050.03,1519.15,933.15,1495.71
MnAl,0.05,0.19816,0.86272,12.272211684839753,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.45,0.014809396184169923,1.0681818181818181,9.0,-1.805,2.92,3.39,1.1385000000000003,0.0475,11.91,1071.8,1519.15,933.15,1489.8500000000001
MnAl,0.06,0.19816,0.86272,11.943975310383506,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.54,0.0161263133821248,1.0681818181818181,9.0,-2.1431999999999998,2.92,3.39,0.8049999999999997,0.05639999999999999,11.5184,1098.78,1519.15,933.15,1483.99
MnAl,0.07,0.19816,0.86272,11.621512698785859,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.63,0.017313753660492762,1.0681818181818181,9.0,-2.4737999999999998,2.92,3.39,0.47909999999999986,0.0651,11.1356,1117.53,1519.15,933.15,1478.13
MnAl,0.08,0.19816,0.86272,11.304823850046812,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.72,0.018396916771587526,1.0681818181818181,9.0,-2.7968,2.92,3.39,0.1607999999999996,0.0736,10.7616,1133.57,1519.15,933.15,1472.2700000000002
MnAl,0.09,0.19816,0.86272,10.993908764166372,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.81,0.01939338787610687,1.0681818181818181,9.0,-3.1122,2.92,3.39,-0.14990000000000014,0.0819,10.3964,1148.83,1519.15,933.15,1466.41
MnAl,0.1,0.19816,0.86272,10.688767441144527,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.9,0.020316027088036114,1.0681818181818181,9.0,-3.4200000000000004,2.92,3.39,-0.4530000000000003,0.09000000000000001,10.04,1159.22,1519.15,933.15,1460.5500000000002
MnAl,0.11,0.19816,0.86272,10.389399880981284,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,132.99,0.02117458314526778,1.0681818181818181,9.0,-3.7201999999999997,2.92,3.39,-0.7484999999999999,0.0979,9.6924,1169.41,1519.15,933.15,1454.69
MnAl,0.12,0.19816,0.86272,10.095806083676639,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.07999999999998,0.02197665934527315,1.0681818181818181,9.0,-4.0127999999999995,2.92,3.39,-1.0363999999999995,0.1056,9.3536,1178.11,1519.15,933.15,1448.8300000000002
MnAl,0.13,0.19816,0.86272,9.807986049230598,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.17000000000002,0.022728324020004805,1.0681818181818181,9.0,-4.2978000000000005,2.92,3.39,-1.3167000000000004,0.1131,9.023599999999998,1190.04,1519.15,933.15,1442.9700000000003
MnAl,0.14,0.19816,0.86272,9.525939777643158,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.26,0.023434513605894856,1.0681818181818181,9.0,-4.575200000000001,2.92,3.39,-1.5894000000000004,0.12040000000000001,8.7024,1191.63,1519.15,933.15,1437.1100000000001
MnAl,0.15,0.19816,0.86272,9.249667268914315,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.35,0.024099308532765516,1.0681818181818181,9.0,-4.845,2.92,3.39,-1.8544999999999998,0.1275,8.39,1199.89,1519.15,933.15,1431.2500000000002
MnAl,0.16,0.19816,0.86272,8.979168523044077,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.44,0.02472612785048112,1.0681818181818181,9.0,-5.1072,2.92,3.39,-2.112,0.1344,8.086400000000001,1225.85,1519.15,933.15,1425.39
MnAl,0.17,0.19816,0.86272,8.714443540032436,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.53,0.025317870102439393,1.0681818181818181,9.0,-5.361800000000001,2.92,3.39,-2.3619000000000003,0.1411,7.7916,1226.56,1519.15,933.15,1419.5300000000002
MnAl,0.18,0.19816,0.86272,8.4554923198794,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.62,0.025877017573819324,1.0681818181818181,9.0,-5.6088000000000005,2.92,3.39,-2.6042000000000005,0.1476,7.505599999999999,1238.15,1519.15,933.15,1413.67
MnAl,0.19,0.19816,0.86272,8.202314862584965,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.71,0.026405714937311715,1.0681818181818181,9.0,-5.8482,2.92,3.39,-2.8389,0.1539,7.2284,1248.72,1519.15,933.15,1407.81
MnAl,0.2,0.19816,0.86272,7.954911168149128,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.8,0.026905829596412547,1.0681818181818181,9.0,-6.080000000000001,2.92,3.39,-3.066000000000001,0.16000000000000003,6.959999999999999,1258.35,1519.15,933.15,1401.9500000000003
MnAl,0.21,0.19816,0.86272,7.713281236571893,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.89,0.027378998683956532,1.0681818181818181,9.0,-6.3042,2.92,3.39,-3.2855,0.1659,6.700399999999999,1267.11,1519.15,933.15,1396.0900000000001
MnAl,0.22,0.19816,0.86272,7.477425067853258,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,133.98000000000002,0.027826666158362687,1.0681818181818181,9.0,-6.5207999999999995,2.92,3.39,-3.4973999999999994,0.1716,6.4496,1273.15,1519.15,933.15,1390.23
MnAl,0.23,0.19816,0.86272,7.247342661993224,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.07,0.028250112435669047,1.0681818181818181,9.0,-6.7298,2.92,3.39,-3.7016999999999998,0.1771,6.207599999999999,1283.96,1519.15,933.15,1384.37
MnAl,0.24,0.19816,0.86272,7.023034018991792,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.16,0.028650478314931983,1.0681818181818181,9.0,-6.9312,2.92,3.39,-3.8983999999999996,0.1824,5.974400000000001,1296.9299999999998,1519.15,933.15,1378.51
MnAl,0.25,0.19816,0.86272,6.804499138848958,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.25,0.02902878448439461,1.0681818181818181,9.0,-7.125,2.92,3.39,-4.0875,0.1875,5.75,1304.23,1519.15,933.15,1372.65
MnAl,0.26,0.19816,0.86272,6.591738021564725,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.34,0.029385947565155786,1.0681818181818181,9.0,-7.3112,2.92,3.39,-4.269,0.19240000000000002,5.5344,1313.69,1519.15,933.15,1366.79
MnAl,0.27,0.19816,0.86272,6.384750667139094,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.43,0.029722793412751358,1.0681818181818181,9.0,-7.489800000000001,2.92,3.39,-4.442900000000001,0.1971,5.3276,1323.15,1519.15,933.15,1360.93
MnAl,0.28,0.19816,0.86272,6.1835370755720644,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.51999999999998,0.03004006822566055,1.0681818181818181,9.0,-7.6608,2.92,3.39,-4.6091999999999995,0.2016,5.1296,1332.61,1519.15,933.15,1355.0700000000002
MnAl,0.29,0.19816,0.86272,5.988097246863635,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.61,0.03033844788376667,1.0681818181818181,9.0,-7.824199999999999,2.92,3.39,-4.767899999999999,0.20589999999999997,4.9404,1340.7199999999998,1519.15,933.15,1349.21
MnAl,0.3,0.19816,0.86272,5.798431181013806,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.7,0.030618545846030076,1.0681818181818181,9.0,-7.9799999999999995,2.92,3.39,-4.919,0.21,4.760000000000002,1345.84,1519.15,933.15,1343.35
MnAl,0.31,0.19816,0.86272,5.614538878022578,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.79,0.03088091986605081,1.0681818181818181,9.0,-8.1282,2.92,3.39,-5.0625,0.21389999999999998,4.5884,1358.29,1519.15,933.15,1337.49
MnAl,0.32,0.19816,0.86272,5.43642033788995,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.88,0.03112607773049092,1.0681818181818181,9.0,-8.268799999999999,2.92,3.39,-5.1983999999999995,0.2176,4.425600000000001,1361.92,1519.15,933.15,1331.6299999999999
MnAl,0.33,0.19816,0.86272,5.2640755606159235,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,134.97,0.03135448218406422,1.0681818181818181,9.0,-8.4018,2.92,3.39,-5.3267,0.2211,4.271599999999999,1369.64,1519.15,933.15,1325.77
MnAl,0.34,0.19816,0.86272,5.097504546200497,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.06,0.031566555172795295,1.0681818181818181,9.0,-8.5272,2.92,3.39,-5.447400000000001,0.2244,4.1264,1381.2599999999998,1519.15,933.15,1319.9099999999999
MnAl,0.35000000000000003,0.19816,0.86272,4.936707294643671,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.14999999999998,0.03176268151221799,1.0681818181818181,9.0,-8.645,2.92,3.39,-5.560499999999999,0.22749999999999998,3.99,1388.0099999999998,1519.15,933.15,1314.05
MnAl,0.36,0.19816,0.86272,4.781683805945449,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.24,0.03194321206743569,1.0681818181818181,9.0,-8.7552,2.92,3.39,-5.666,0.2304,3.862399999999999,1394.1,1519.15,933.15,1308.19
MnAl,0.37,0.19816,0.86272,4.632434080105825,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.32999999999998,0.03210846651626688,1.0681818181818181,9.0,-8.857800000000001,2.92,3.39,-5.763900000000001,0.2331,3.743599999999999,1400.85,1519.15,933.15,1302.33
MnAl,0.38,0.19816,0.86272,4.488958117124802,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.42000000000002,0.03225873575412913,1.0681818181818181,9.0,-8.9528,2.92,3.39,-5.8542,0.2356,3.6336000000000013,1406.2599999999998,1519.15,933.15,1296.47
MnAl,0.39,0.19816,0.86272,4.351255917002381,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.51,0.0323942839891712,1.0681818181818181,9.0,-9.0402,2.92,3.39,-5.9369000000000005,0.2379,3.532400000000001,1412.08,1519.15,933.15,1290.6100000000001
MnAl,0.4,0.19816,0.86272,4.219327479738559,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.60000000000002,0.03251535056791824,1.0681818181818181,9.0,-9.120000000000001,2.92,3.39,-6.0120000000000005,0.24,3.4399999999999995,1418.61,1519.15,933.15,1284.75
MnAl,0.41000000000000003,0.19816,0.86272,4.093172805333338,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.69,0.03262215156495582,1.0681818181818181,9.0,-9.192200000000001,2.92,3.39,-6.079500000000001,0.2419,3.356399999999999,1422.4699999999998,1519.15,933.15,1278.8899999999999
MnAl,0.42,0.19816,0.86272,3.9727918937867193,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.78,0.03271488116461264,1.0681818181818181,9.0,-9.2568,2.92,3.39,-6.1394,0.2436,3.281599999999999,1426.5300000000002,1519.15,933.15,1273.0300000000002
MnAl,0.43,0.19816,0.86272,3.8581847450987,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.87,0.032793712857990445,1.0681818181818181,9.0,-9.3138,2.92,3.39,-6.191700000000001,0.2451,3.2156000000000002,1437.38,1519.15,933.15,1267.17
MnAl,0.44,0.19816,0.86272,3.7493513592692818,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,135.96,0.032858800474821384,1.0681818181818181,9.0,-9.3632,2.92,3.39,-6.236400000000001,0.24640000000000004,3.1583999999999985,1443.4,1519.15,933.15,1261.3100000000002
MnAl,0.45,0.19816,0.86272,3.646291736298464,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.05,0.0329102790663711,1.0681818181818181,9.0,-9.405000000000001,2.92,3.39,-6.273500000000001,0.24750000000000003,3.1099999999999994,1449.29,1519.15,933.15,1255.4500000000003
MnAl,0.46,0.19816,0.86272,3.5490058761862473,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.14,0.03294826565282625,1.0681818181818181,9.0,-9.439200000000001,2.92,3.39,-6.303000000000001,0.24840000000000004,3.0703999999999976,1455.08,1519.15,933.15,1249.5900000000001
MnAl,0.47000000000000003,0.19816,0.86272,3.457493778932631,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.23000000000002,0.03297285984620422,1.0681818181818181,9.0,-9.4658,2.92,3.39,-6.3248999999999995,0.24910000000000002,3.0396,1461.77,1519.15,933.15,1243.73
MnAl,0.48,0.19816,0.86272,3.371755444537616,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.32,0.03298414435773801,1.0681818181818181,9.0,-9.4848,2.92,3.39,-6.3392,0.2496,3.0176000000000016,1460.31,1519.15,933.15,1237.8700000000001
MnAl,0.49,0.19816,0.86272,3.2917908730012018,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.41000000000003,0.032982185396833036,1.0681818181818181,9.0,-9.4962,2.92,3.39,-6.3459,0.2499,3.0044000000000004,1476.44,1519.15,933.15,1232.01
MnAl,0.5,0.19816,0.86272,3.217600064323388,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.5,0.032967032967033016,1.0681818181818181,9.0,-9.5,2.92,3.39,-6.345,0.25,3.0,1483.36,1519.15,933.15,1226.15
MnAl,0.51,0.19816,0.86272,3.149183018504175,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.58999999999997,0.032938721062903555,1.0681818181818181,9.0,-9.4962,2.92,3.39,-6.3365,0.2499,3.0044000000000004,1477.1999999999998,1519.15,933.15,1220.29
MnAl,0.52,0.19816,0.86272,3.0865397355435626,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.68,0.03289726777031639,1.0681818181818181,9.0,-9.4848,2.92,3.39,-6.320399999999999,0.2496,3.0176,1483.29,1519.15,933.15,1214.43
MnAl,0.53,0.19816,0.86272,3.029670215441551,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.77,0.0328426752712466,1.0681818181818181,9.0,-9.4658,2.92,3.39,-6.2966999999999995,0.2491,3.0396,1502.44,1519.15,933.15,1208.57
MnAl,0.54,0.19816,0.86272,2.9815300676522027,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.86,0.032774929752855154,1.0681818181818181,9.0,-9.439200000000001,2.92,3.39,-6.265400000000001,0.2484,3.0703999999999994,1494.1,1519.15,933.15,1202.71
MnAl,0.55,0.19816,0.86272,2.945625291464539,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,136.95,0.032694001219275536,1.0681818181818181,9.0,-9.405,2.92,3.39,-6.2265,0.2475,3.1099999999999994,1513.69,1519.15,933.15,1196.85
MnAl,0.56,0.19816,0.86272,2.921962147776372,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.04,0.03259984320312837,1.0681818181818181,9.0,-9.363199999999999,2.92,3.39,-6.179999999999999,0.24639999999999998,3.1584000000000003,1504.23,1519.15,933.15,1190.99
MnAl,0.5700000000000001,0.19816,0.86272,2.910540636587705,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.13,0.03249239237231213,1.0681818181818181,9.0,-9.3138,2.92,3.39,-6.125900000000001,0.24509999999999998,3.2156000000000002,1523.71,1519.15,933.15,1185.13
MnAl,0.58,0.19816,0.86272,2.911360757898535,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.22,0.032371568026024686,1.0681818181818181,9.0,-9.2568,2.92,3.39,-6.0642,0.2436,3.281599999999999,1528.2399999999998,1519.15,933.15,1179.27
MnAl,0.59,0.19816,0.86272,2.9244225117088627,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.31,0.032237271472207805,1.0681818181818181,9.0,-9.1922,2.92,3.39,-5.9948999999999995,0.2419,3.3564000000000007,1532.44,1519.15,933.15,1173.41
MnAl,0.6,0.19816,0.86272,2.9497258980186887,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.4,0.032089385276635594,1.0681818181818181,9.0,-9.120000000000001,2.92,3.39,-5.918000000000001,0.24,3.4399999999999995,1521.12,1519.15,933.15,1167.5500000000002
MnAl,0.61,0.19816,0.86272,2.9872709168280123,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.49,0.03192777237160949,1.0681818181818181,9.0,-9.0402,2.92,3.39,-5.833500000000001,0.2379,3.532399999999999,1539.83,1519.15,933.15,1161.69
MnAl,0.62,0.19816,0.86272,3.0370575681368344,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.58,0.03175227500962478,1.0681818181818181,9.0,-8.9528,2.92,3.39,-5.7414000000000005,0.2356,3.6335999999999995,1530.58,1519.15,933.15,1155.83
MnAl,0.63,0.19816,0.86272,3.0990858519451536,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.67,0.031562713544318936,1.0681818181818181,9.0,-8.857800000000001,2.92,3.39,-5.641700000000001,0.2331,3.7436000000000007,1535.31,1519.15,933.15,1149.97
MnAl,0.64,0.19816,0.86272,3.173355768252971,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.76,0.03135888501742164,1.0681818181818181,9.0,-8.7552,2.92,3.39,-5.534400000000001,0.2304,3.862400000000001,1548.23,1519.15,933.15,1144.1100000000001
MnAl,0.65,0.19816,0.86272,3.2598673170602863,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.85,0.03114056152612447,1.0681818181818181,9.0,-8.645,2.92,3.39,-5.419499999999999,0.22749999999999998,3.99,1542.7399999999998,1519.15,933.15,1138.25
MnAl,0.66,0.19816,0.86272,3.3586204983670997,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,137.94,0.030907488340131385,1.0681818181818181,9.0,-8.5272,2.92,3.39,-5.297000000000001,0.2244,4.1264,1546.8000000000002,1519.15,933.15,1132.3899999999999
MnAl,0.67,0.19816,0.86272,3.4696153121734112,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.03,0.03065938173138555,1.0681818181818181,9.0,-8.4018,2.92,3.39,-5.1669,0.2211,4.271600000000001,1549.5,1519.15,933.15,1126.53
MnAl,0.68,0.19816,0.86272,3.5928517584792203,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.12,0.030395926471826106,1.0681818181818181,9.0,-8.2688,2.92,3.39,-5.029200000000001,0.2176,4.425600000000001,1555.71,1519.15,933.15,1120.67
MnAl,0.6900000000000001,0.19816,0.86272,3.7283298372845275,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.21,0.030116772945119618,1.0681818181818181,9.0,-8.1282,2.92,3.39,-4.8839,0.21389999999999998,4.5884,1558.79,1519.15,933.15,1114.81
MnAl,0.7000000000000001,0.19816,0.86272,3.8760495485893327,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.3,0.029821533806654036,1.0681818181818181,9.0,-7.979999999999999,2.92,3.39,-4.730999999999998,0.20999999999999996,4.760000000000002,1560.31,1519.15,933.15,1108.95
MnAl,0.71,0.19816,0.86272,4.036010892393634,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.39,0.029509780111524175,1.0681818181818181,9.0,-7.8242,2.92,3.39,-4.570500000000001,0.20590000000000003,4.940399999999999,1563.0099999999998,1519.15,933.15,1103.0900000000001
MnAl,0.72,0.19816,0.86272,4.208213868697435,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.48,0.02918103681192849,1.0681818181818181,9.0,-7.660800000000001,2.92,3.39,-4.402400000000001,0.2016,5.1296,1566.86,1519.15,933.15,1097.23
MnAl,0.73,0.19816,0.86272,4.392658477500733,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.57,0.0288347775021734,1.0681818181818181,9.0,-7.4898,2.92,3.39,-4.2267,0.1971,5.3276,1567.7399999999998,1519.15,933.15,1091.37
MnAl,0.74,0.19816,0.86272,4.589344718803529,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.66,0.02847041825979399,1.0681818181818181,9.0,-7.3112,2.92,3.39,-4.0434,0.19240000000000002,5.5344,1569.77,1519.15,933.15,1085.51
MnAl,0.75,0.19816,0.86272,4.798272592605824,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.75,0.028087310393008824,1.0681818181818181,9.0,-7.125,2.92,3.39,-3.8525,0.1875,5.75,1572.96,1519.15,933.15,1079.65
MnAl,0.76,0.19816,0.86272,5.019442098907617,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.84,0.027684731854878086,1.0681818181818181,9.0,-6.9312,2.92,3.39,-3.6539999999999995,0.1824,5.974400000000001,1574.5,1519.15,933.15,1073.79
MnAl,0.77,0.19816,0.86272,5.252853237708907,Mn,Al,BCC,FCC,132.0,141.0,66.456,44,0.114432853,-19.0,138.93,0.027261877019003403,1.0681818181818181,9.0,-6.7298,2.92,3.39,-3.4478999999999997,0.17709999999999998,6.2076,1575.77,1519.15,933.15,1067.9299999999998
